Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
28112,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
28190,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
28110,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29828,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28246,Glycerolipids,Aminoglycosides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
28244,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28361,Glycerolipids,Triacylglycerols,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
28300,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28352,Glycerolipids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28341,Fatty esters,Cholane steroids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28357,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29027,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
27870,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
28583,Steroids,Pregnane steroids,Polyketides,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
28422,Ornithine alkaloids,Polyamines,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines
28770,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
30099,Phloroglucinols,Catechols with side chains,Polyketides,Benzenoids,Benzene and substituted derivatives,Butyrophenones,NA
29741,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,NA
28637,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28551,Fatty acyl glycosides,Ascarosides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
28537,Glycerolipids,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28759,Tryptophan alkaloids,Simple indole alkaloids,Alkaloids,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA
28732,Fatty Acids and Conjugates,Dicarboxylic acids,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
28716,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28639,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
28683,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
28919,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28863,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28827,Anthranilic acid alkaloids,Phenazine alkaloids,Alkaloids,Organoheterocyclic compounds,Azoles,Thiadiazoles,NA
28811,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA
28903,Anthranilic acid alkaloids,Acridone alkaloids,Alkaloids,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
30485,Fatty amides,N-acyl amines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29068,Oligopeptides,Lipopeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
28962,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
28951,Ornithine alkaloids,Polyamines,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
29007,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
28924,Ornithine alkaloids,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
28911,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29658,Triterpenoids,Serratane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
30689,Fatty Acids and Conjugates,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
29168,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
29143,Fatty amides,Simple amide alkaloids,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29339,Fatty Acids and Conjugates,Branched fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
29809,Diterpenoids,Pregnane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
27968,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
29512,Fatty amides,Primary amides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
29531,Lysine alkaloids,Quinolizidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29325,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,NA,NA
30532,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
29496,Oligopeptides,Depsipeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
29373,Glycerophospholipids,Glycerophosphates,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,"1-alkyl,2-acylglycerophosphates"
30613,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
28552,Fatty acyl glycosides,Rhamnolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
31630,Eicosanoids,Oxo fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids
29344,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29722,Pseudoalkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29677,Glycerophospholipids,Glycerophosphoserines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,Lysophosphatidylserines
29708,Flavonoids,Chalcones,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,NA
29726,Steroids,Cholane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives"
30633,Small peptides,Open-chain polyketides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29854,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
30186,Ornithine alkaloids,Polyamines,Alkaloids,Organoheterocyclic compounds,Piperidines,NA,NA
29821,Saccharides,Disaccharides,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
29817,Glycerolipids,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30838,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
30380,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30079,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30102,Linear polyketides,Open-chain polyketides,Polyketides,Benzenoids,NA,NA,NA
30082,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
30105,Linear polyketides,Simple phenolic acids,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters
30012,Fatty acyls,Hydrocarbons,Fatty acids,Organic acids and derivatives,Organic dithiophosphoric acids and derivatives,Dithiophosphate O-esters,NA
29095,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
29652,Eicosanoids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
30130,Linear polyketides,Erythromycins,Alkaloids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
30913,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines
30189,Fatty acyls,Glycerophosphoethanolamines,Fatty acids,Organic acids and derivatives,Organic phosphoric acids and derivatives,NA,NA
30813,Steroids,Catechols with side chains,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA
30215,Glycerolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
30219,Glycerolipids,Monoalkylresorcinols,Fatty acids,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters
30338,Glycerophospholipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
30516,Steroids,Pregnane steroids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30550,Fatty Acids and Conjugates,Nitro fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
30027,Linear polyketides,Erythromycins,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31725,Coumarins,Simple coumarins,Alkaloids,Benzenoids,Phenol ethers,Anisoles,NA
30645,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
30553,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
30667,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
30676,Steroids,Cholane steroids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
30843,Glycerolipids,Triacylglycerols,Fatty acids,Benzenoids,NA,NA,NA
30707,Eicosanoids,Hydroxy-hydroperoxyeicosatrienoic acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
30806,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
32263,Glycerolipids,Triacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Alkyl aryl ethers
30631,Steroids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30839,Sphingolipids,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
30694,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30861,Sphingolipids,Sphingoid bases,Fatty acids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines
30835,Glycerolipids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30922,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30163,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
31023,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
31003,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
31205,Oligopeptides,Microginins,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31182,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
30776,Ornithine alkaloids,Polyamines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
31083,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31104,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
31175,Eicosanoids,Other Eicosanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
30720,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
30205,Triterpenoids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
30527,Ornithine alkaloids,Pyrrolidine alkaloids,Alkaloids,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,Pyrrolidine-2-ones
30994,Fatty amides,N-acyl ethanolamines (endocannabinoids),Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31235,Coumarins,Furocoumarins,Shikimates and Phenylpropanoids,"Lignans, neolignans and related compounds",Furanoid lignans,Furofuran lignans,NA
31252,Small peptides,Dipeptides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
30530,Sphingolipids,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31372,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31905,Fatty Acids and Conjugates,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
29189,Carotenoids (C40),"Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)",Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Carotenoids
31785,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31455,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
30780,Steroids,Pregnane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
32045,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31559,Octadecanoids,Prostaglandins,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
31589,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,NA,NA
31537,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31128,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3-hydroxysteroids
31655,Ornithine alkaloids,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31708,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Benzenoids,Phenol ethers,Anisoles,NA
31872,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
31906,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
29883,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31330,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31755,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31866,Meroterpenoids,Prenyl quinone meroterpenoids,Polyketides,Benzenoids,Phenol ethers,NA,NA
31852,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
31909,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31887,Diterpenoids,Drimane sesquiterpenoids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
32889,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,N-phenylureas,NA
31968,Tryptophan alkaloids,Phenylalanine-derived alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32031,Anthranilic acid alkaloids,Quinazoline alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
32063,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32070,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32227,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
32091,Steroids,Linear peptides,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
31291,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
32805,Fatty amides,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
32272,Ornithine alkaloids,N-acyl amines,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32443,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
32349,Anthranilic acid alkaloids,Quinoline alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
32427,Pseudoalkaloids,Piperidine alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
31312,Steroids,Tetracyclic diterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
32961,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
32430,Linear polyketides,Nitro fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
33027,Small peptides,Unsaturated fatty acids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33492,Diterpenoids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32942,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32839,Fatty esters,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32595,Eicosanoids,Prostaglandins,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino fatty acids
32665,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33098,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
32823,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
32651,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
32893,Triterpenoids,Cycloartane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins
32842,Triterpenoids,Oleanane triterpenoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
33128,Fatty amides,Cholane steroids,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",NA
33242,Fatty Acids and Conjugates,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32330,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,NA,NA,NA
33215,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33072,Triterpenoids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
32624,Fatty amides,Ceramides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33173,Ornithine alkaloids,Polyamines,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32940,Fatty amides,Primary amides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
33033,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
32998,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33115,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33127,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33370,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
33097,Coumarins,Purine nucleos(t)ides,Carbohydrates,Organoheterocyclic compounds,Azoles,Imidazoles,Substituted imidazoles
33114,Fatty esters,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
33237,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
32932,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
33207,Steroids,Cholane steroids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
33345,Nicotinic acid alkaloids,Colensane and Clerodane diterpenoids,Alkaloids,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives
32361,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33322,Sphingolipids,Sphingoid bases,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
33324,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33306,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
33340,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33110,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33636,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33504,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33384,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33400,Fatty amides,N-acyl amines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33431,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides
33453,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33418,Fatty esters,Monocyclic guanidine alkaloids,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
33557,Guanidine alkaloids,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
